NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
*,*,*,Entity,*,field_318_p,motionY,"Entity motion Y"
*,*,*,Entity,*,field_319_o,motionX,"Entity motion X"
*,*,*,ServerCommand,*,field_1059_b,commandListener,"The CommandListener object associated with this command."
*,*,*,ServerGUI,*,field_21_b,mcServer,"Reference to the MinecraftServer object."
*,*,*,TileEntityFurnace,*,field_487_g,currentItemBurnTime,"The number of ticks that a fresh copy of the currently-burning item would keep the furnace burning for"
*,*,*,NetServerHandler,*,field_20_a,logger,"The logging system."
*,*,*,ServerGUI,*,field_22_a,logger,"Reference to the logger."
*,*,*,Item,*,field_4159_V,legsLeather,"*"
*,*,*,Item,*,field_4158_W,bootsLeather,"*"
*,*,*,Item,*,field_4157_X,helmetChain,"*"
*,*,*,Item,*,field_4156_Y,plateChain,"*"
*,*,*,Item,*,field_4155_Z,legsChain,"*"
*,*,*,Item,*,field_4153_d,shovelSteel,"*"
*,*,*,Item,*,field_4152_e,pickaxeSteel,"*"
*,*,*,Item,*,field_4151_f,axeSteel,"*"
*,*,*,Item,*,field_4150_g,flintAndSteel,"*"
*,*,*,NextTickListEntry,*,field_1020_f,nextTickEntryID,"The id number for the next tick entry"
*,*,*,NextTickListEntry,*,field_1021_e,scheduledTime,"Time this tick is scheduled to occur at"
*,*,*,NextTickListEntry,*,field_1022_d,blockID,"blockID of the scheduled tick (ensures when the tick occurs its still for this block)"
*,*,*,NextTickListEntry,*,field_1023_c,zCoord,"Z position this tick is occuring at"
*,*,*,HashEntry,*,field_843_c,nextEntry,"*"
*,*,*,Item,*,field_167_l,diamond,"*"
*,*,*,Item,*,field_166_m,ingotIron,"*"
*,*,*,Item,*,field_168_k,coal,"*"
*,*,*,Item,*,field_249_aD,leather,"*"
*,*,*,Entity,*,field_9094_h,renderDistanceWeight,"*"
*,*,*,Block,*,field_9055_aH,stairCompactCobblestone,"*"
*,*,*,Block,*,field_9054_aJ,lever,"*"
*,*,*,Block,*,field_9051_aR,button,"*"
*,*,*,Block,*,field_9050_aZ,fence,"*"
*,*,*,Block,*,field_9053_aK,pressurePlateStone,"*"
*,*,*,Block,*,field_9052_aM,pressurePlatePlanks,"*"
*,*,*,Item,*,field_185_S,bread,"*"
*,*,*,Item,*,field_187_Q,seeds,"*"
*,*,*,Item,*,field_186_R,wheat,"*"
*,*,*,Packet23VehicleSpawn,*,field_98_a,entityId,"Entity ID of the object."
*,*,*,Packet23VehicleSpawn,*,field_99_e,type,"The type of object."
*,*,*,ItemTool,*,field_265_aX,blocksEffectiveAgainst,"Array of blocks the tool has extra effect against."
*,*,*,Packet53BlockChange,*,field_92_d,type,"The new block type for the block."
*,*,*,Packet17AddToInventory,*,field_94_b,count,"How many to add to the inventory."
*,*,*,Packet17AddToInventory,*,field_95_a,id,"The item/block ID."
*,*,*,World,*,field_9208_H,nbtCompoundPlayer,"*"
*,*,*,Material,*,field_507_t,builtSnow,"*"
*,*,*,InventoryLargeChest,*,field_501_b,upperChest,"Inventory object corresponding to double chest upper part"
*,*,*,InventoryPlayer,*,field_500_c,craftingInventory,"An array of 4 item stacks containing the items in the crafting area of the player inventory."
*,*,*,InventoryLargeChest,*,field_503_c,lowerChest,"Inventory object corresponding to double chest lower part"
*,*,*,InventoryLargeChest,*,field_502_a,name,"Name of the chest."
*,*,*,Material,*,field_4215_q,unused,"*"
*,*,*,Block,*,field_561_bi,maxX,"maximum X for the block bounds (local coordinates)"
*,*,*,Packet20NamedEntitySpawn,*,field_144_h,currentItem,"The current item the player is holding."
*,*,*,ServerGuiFocusAdapter,*,field_987_a,mcServerGui,"Reference to the ServerGui object."
*,*,*,NetworkAcceptThread,*,field_986_a,mcServer,"Reference to the MinecraftServer object."
*,*,*,ChunkCoordIntPair,*,field_151_b,chunkZPos,"*"
*,*,*,Packet21PickupSpawn,*,field_122_h,itemId,"The item ID."
*,*,*,NBTTagList,*,field_736_b,tagType,"The type byte for the tags in the list - they must all be of the same type."
*,*,*,Block,*,field_9046_aq,torchWood,"*"
*,*,*,World,*,field_4272_q,worldProvider,"*"
*,*,*,MinecraftServer,*,field_6027_l,onlineMode,"True if the server is in online mode."
*,*,*,Entity,*,field_315_s,rotationPitch,"Entity rotation Pitch"
*,*,*,PropertyManager,*,field_996_c,serverPropertiesFile,"The server properties file."
*,*,*,World,*,field_4276_m,spawnX,"Spawn point X coordinate"
*,*,*,Item,*,field_213_aq,painting,"*"
*,*,*,Item,*,field_212_ar,appleGold,"*"
*,*,*,Item,*,field_215_ao,porkRaw,"*"
*,*,*,Entity,*,field_327_g,ridingEntity,"*"
*,*,*,GuiStatsComponent,*,field_768_c,displayStrings,"An array containing the strings displayed in this stats component."
*,*,*,EntityItem,*,field_433_ad,delayBeforeCanPickup,"*"
*,*,*,TileEntity,*,field_482_d,zCoord,"The z coordinate of the tile entity."
*,*,*,World,*,field_4275_n,spawnY,"Spawn point Y coordinate"
*,*,*,Item,*,field_4170_av,bucketWater,"*"
*,*,*,ServerConfigurationManager,*,field_918_h,ops,"A set containing the OPs."
*,*,*,Block,*,field_608_ak,stairDouble,"*"
*,*,*,Block,*,field_6047_y,sapling,"*"
*,*,*,Block,*,field_604_ao,bookShelf,"*"
*,*,*,Block,*,field_602_aq,obsidian,"*"
*,*,*,Block,*,field_603_ap,cobblestoneMossy,"*"
*,*,*,NetworkListenThread,*,field_980_c,mcServer,"Reference to the MinecraftServer object."
*,*,*,GuiStatsComponent,*,field_766_b,updateCounter,"Counts the number of updates. Used as the index into the memoryUse array to display the latest value."
*,*,*,Block,*,field_9021_l,soundSandFootstep,"*"
*,*,*,Entity,*,field_9091_n,prevPosY,"*"
*,*,*,Entity,*,field_9072_N,fallDistance,"*"
*,*,*,TileEntityFurnace,*,field_489_e,furnaceItemStacks,"The ItemStacks that hold the items currently being used in the furnace"
*,*,*,World,*,field_4277_j,autosavePeriod,"*"
*,*,*,ServerCommand,*,field_1060_a,command,"The command string."
*,*,*,Block,*,field_643_aB,tilledField,"*"
*,*,*,Entity,*,field_317_q,motionZ,"Entity motion Z"
*,*,*,Entity,*,field_9076_H,yOffset,"*"
*,*,*,EntityTNTPrimed,*,field_446_a,fuse,"How long the fuse is"
*,*,*,Entity,*,field_298_E,height,"How high this entity is considered to be"
*,*,*,NBTTagString,*,field_732_a,stringValue,"The string value for the tag (cannot be empty)."
*,*,*,NBTTagByteArray,*,field_733_a,byteArray,"The byte array stored in the tag."
*,*,*,Entity,*,field_328_f,riddenByEntity,"*"
*,*,*,TileEntity,*,field_480_f,classToNameMap,"A HashMap storing the classes and mapping to the string names (reverse of nameToClassMap)."
*,*,*,NBTTagDouble,*,field_735_a,doubleValue,"The double value for the tag."
*,*,*,Entity,*,field_9073_M,entityWalks,"*"
*,*,*,NBTTagCompound,*,field_738_a,tagMap,"The key-value pairs for the tag. Each key is a UTF string, each value is a tag."
*,*,*,NBTTagFloat,*,field_739_a,floatValue,"The float value for the tag."
*,*,*,Entity,*,field_321_m,posY,"Entity position Y"
*,*,*,Entity,*,field_320_n,posZ,"Entity position Z"
*,*,*,Entity,*,field_322_l,posX,"Entity position X"
*,*,*,Block,*,field_9047_al,brick,"*"
*,*,*,Entity,*,field_9090_o,prevPosZ,"*"
*,*,*,Block,*,field_619_aZ,jukebox,"*"
*,*,*,Entity,*,field_9070_P,lastTickPosY,"*"
